OTU	Taxonomy	Name	Chia_name	Chia_id	Match	Mean	Max	BK301	BK303	BK304	BK305	BK306	BK307	BK308	BK309	BK310	BK311	BK312	BK313	BK314	BK315	BK316	BK317	BK319	BR301	BR302	BR303	BR304	BR305	BR306	BR307	BR308	BR309	BR310	BR311	BR313	BR314	BR315	BR316	BR317	BR318	BR319	BR320	BR321	BR322	BR323	BR324	BR325	BR326	BR327	BR328	BR329
Out225	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium_XlVa; s__Clostridium_scindens	Clostridium scindens	Clostridium scindens	323	T	0.466666667	14	0	1	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Out181	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium_XVIII; s__Clostridium_spiroforme	Clostridium spiroforme	NA	0	F	0.733333333	22	1	0	0	0	0	2	0	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Out252	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium_XlVa; s__Clostridium_symbiosum	Clostridium symbiosum	Clostridium symbiosum	326	T	1.155555556	33	0	0	0	1	1	4	0	0	0	0	0	33	0	0	1	0	0	0	0	0	0	1	1	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0
Out24	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella_aerofaciens	Collinsella aerofaciens	Collinsella aerofaciens (Eubacterium aerofaciens)	329	T	21.73333333	185	1	4	31	7	28	40	46	161	77	13	21	0	9	2	24	0	8	0	6	16	2	1	51	6	11	43	19	16	4	0	8	15	8	185	2	0	1	28	10	16	26	5	10	17	0
Out93	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__Coprobacillus_cateniformis	Coprobacillus cateniformis	NA	0	F	0.288888889	6	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Out457	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Coprobacter; s__Coprobacter_fastidiosus	Coprobacter fastidiosus	NA	0	F	0.133333333	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out151	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus_comes	Coprococcus comes	Coprococcus comes	338	T	9.666666667	54	2	0	34	54	0	18	0	5	17	31	0	0	13	0	0	24	14	10	13	8	10	19	10	1	18	19	0	14	0	0	19	0	0	12	5	0	4	16	7	0	16	0	10	12	0
Out414	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus_comes	Coprococcus comes	Coprococcus comes	338	T	1.466666667	17	0	0	1	3	0	0	0	2	1	7	0	0	8	0	0	1	3	0	0	1	1	1	2	0	3	2	0	0	0	0	4	0	0	3	0	2	0	17	1	0	3	0	0	0	0
Out206	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus_eutactus	Coprococcus eutactus	Coprococcus eutactus	339	T	1.866666667	31	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	0	5	0	10	0	0	31	0	17	0	0	0	0
Out442	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Desemzia; s__Desemzia_incerta	Desemzia incerta	NA	0	F	0.2	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out173	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__Desulfovibrio_piger	Desulfovibrio piger	Desulfovibrio piger	401	T	1.244444444	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0	12	0	0	0	7	0	0	0	0
Out134	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea_formicigenerans	Dorea formicigenerans	Dorea formicigenerans	420	T	9.466666667	59	10	10	26	2	5	2	4	6	15	13	2	0	14	15	1	23	2	0	7	5	0	15	10	2	11	12	6	6	0	0	9	59	17	12	1	4	1	14	8	20	5	5	2	21	24
Out236	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__Eggerthella_lenta	Eggerthella lenta	Eggerthella lenta	425	T	0.288888889	3	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0
Out320	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__Eggerthella_lenta	Eggerthella lenta	Eggerthella lenta	425	T	0.111111111	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out383	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Eisenbergiella; s__Eisenbergiella_tayi	Eisenbergiella tayi	NA	0	F	0.488888889	6	0	0	0	0	0	0	0	0	0	0	6	5	0	0	4	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Out481	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_avium	Enterococcus avium	NA	0	F	0.177777778	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out452	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_coprostanoligenes	Eubacterium coprostanoligenes	NA	0	F	0.111111111	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Out430	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_desmolans	Eubacterium desmolans	NA	0	F	0.088888889	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out272	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae_incertae_sedis; s__Eubacterium_dolichum	Eubacterium dolichum	NA	0	F	0.222222222	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out117	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiracea_incertae_sedis; s__Eubacterium_eligens	Eubacterium eligens	Eubacterium eligens	454	T	7.444444444	127	10	2	2	0	6	0	20	1	2	2	0	127	0	0	2	0	2	9	3	3	65	0	0	4	0	6	4	0	0	0	16	2	13	1	3	3	1	0	1	1	7	0	7	6	4
Out594	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiracea_incertae_sedis; s__Eubacterium_eligens	Eubacterium eligens	Eubacterium eligens	454	T	0.266666667	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0
Out27	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Eubacterium_hadrum	Eubacterium hadrum	NA	0	F	25.6	136	8	20	14	101	8	7	1	13	53	12	1	136	10	16	16	5	0	0	3	12	12	1	26	19	32	59	95	23	0	34	13	8	46	1	19	10	0	17	7	17	29	119	100	9	20
Out108	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiracea_incertae_sedis; s__Eubacterium_hallii	Eubacterium hallii	Eubacterium hallii	455	T	6.244444444	28	0	1	8	9	8	4	0	0	5	7	0	0	6	8	14	0	1	0	5	12	2	24	16	5	13	8	23	3	0	0	7	28	5	1	6	0	2	10	5	10	2	1	12	5	5
Out110	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiracea_incertae_sedis; s__Eubacterium_hallii	Eubacterium hallii	Eubacterium hallii	455	T	11.31111111	108	0	0	15	65	13	24	0	0	43	0	0	0	1	0	36	3	3	0	2	8	4	108	3	2	1	59	0	3	0	0	7	39	0	5	1	5	5	3	0	20	1	4	21	5	0
Out441	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_infirmum	Eubacterium infirmum	NA	0	F	0.044444444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out391	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_limosum	Eubacterium limosum	Eubacterium limosum	456	T	0.288888889	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out11	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiracea_incertae_sedis; s__Eubacterium_rectale	Eubacterium rectale	Eubacterium rectale	457	T	107.8222222	798	78	1	207	0	161	121	110	49	39	57	0	0	108	9	22	46	80	372	226	173	137	7	232	88	276	82	18	48	1	23	154	25	1	18	131	152	6	27	106	77	121	798	130	19	316
Out202	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Clostridium_IV; s__Eubacterium_siraeum	Eubacterium siraeum	Eubacterium siraeum	460	T	1.2	25	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	3	0	0	0	0	0	0	0	8	8	0	1	0	2	4	0	0	1	0	0
Out186	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiracea_incertae_sedis; s__Eubacterium_ventriosum	Eubacterium ventriosum	Eubacterium ventriosum	461	T	1.888888889	14	2	0	0	5	4	0	6	0	4	0	0	0	14	0	0	0	0	0	1	0	3	10	0	0	0	0	12	0	0	0	5	11	0	4	0	1	0	0	0	0	0	0	0	3	0
Out321	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiracea_incertae_sedis; s__Eubacterium_ventriosum	Eubacterium ventriosum	Eubacterium ventriosum	461	T	0.133333333	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Out100	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	6.133333333	66	0	18	12	0	2	7	0	0	0	1	0	0	4	0	3	0	1	0	0	8	1	4	0	4	49	4	4	22	0	0	12	5	0	25	5	2	0	0	3	0	11	0	66	3	0
Out143	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	33.4	191	48	34	33	6	19	84	16	14	28	38	0	0	71	36	23	20	4	191	0	34	60	9	3	25	7	98	61	9	5	0	15	72	1	24	20	23	8	16	27	129	35	0	67	89	1
Out17	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	105.3111111	451	16	26	251	80	70	138	197	10	66	15	383	392	69	50	289	71	77	93	42	14	69	45	22	45	237	11	40	3	86	383	86	17	177	27	17	82	15	7	89	147	57	451	31	26	220
Out26	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	171.8	520	217	147	417	49	208	342	124	92	457	128	2	2	520	155	84	157	81	304	55	244	310	138	265	171	90	329	201	23	8	2	259	213	193	141	240	142	96	117	79	185	80	0	205	452	7
Out297	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	26.02222222	399	4	25	71	0	98	11	2	4	100	3	0	0	4	15	2	10	14	0	1	81	16	26	10	19	7	33	2	4	1	0	53	9	10	32	30	10	4	9	14	5	399	0	7	26	0
Out425	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	43.62222222	158	30	80	60	49	14	41	21	41	39	5	106	0	39	21	31	58	15	13	39	62	43	51	8	35	58	158	38	11	23	0	73	69	65	51	52	25	4	11	51	6	132	7	127	99	2
Out501	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	0.844444444	7	0	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	3	0	0	1	0	0	2	1	0	6	3	3	0	0	0	0	1	0	1	3	0
Out540	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	0.555555556	8	4	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	1	0	2
Out557	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	0.066666667	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out559	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	4.088888889	37	6	15	2	1	1	0	0	0	0	11	0	0	1	2	0	0	0	0	0	6	3	1	0	37	5	7	0	13	0	0	2	13	0	8	3	0	1	0	1	0	19	0	4	22	0
Out574	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	0.044444444	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out645	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	9.288888889	66	16	20	12	6	3	11	0	1	0	0	0	0	8	14	1	16	1	1	0	9	66	0	0	38	7	48	0	4	0	0	10	4	0	3	14	45	4	0	13	10	0	0	8	17	8
Out65	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	24.75555556	169	2	13	13	1	6	10	1	1	7	93	0	0	4	0	3	0	2	1	5	27	26	90	7	9	169	16	4	20	0	0	154	17	10	153	11	6	16	1	38	15	2	0	138	23	0
Out66	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	25.06666667	353	20	111	10	4	24	82	4	4	43	14	0	0	11	20	1	3	0	11	1	54	92	1	0	5	3	38	42	15	5	0	11	8	0	12	25	9	4	3	18	30	21	0	16	353	0
Out687	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	8.666666667	58	0	2	21	1	4	1	24	0	3	6	32	35	2	5	34	4	9	7	2	0	4	2	0	0	2	2	3	0	9	37	9	2	16	0	0	3	2	1	0	10	3	58	3	1	31
Out99	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	464	T	67.37777778	386	39	21	74	48	39	68	89	52	32	16	111	386	206	38	70	68	21	45	34	24	47	61	8	59	117	88	12	9	20	111	62	35	88	26	54	73	8	11	39	58	39	225	130	102	69
Out416	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalitalea; s__Faecalitalea_cylindroides	Faecalitalea cylindroides	NA	0	F	0.266666667	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Out147	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Flavonifractor; s__Flavonifractor_plautii	Flavonifractor plautii	NA	0	F	1.6	22	0	0	2	7	3	1	8	2	1	1	22	3	1	0	0	0	0	1	0	0	0	2	0	0	0	1	4	0	0	2	0	0	4	0	0	0	0	0	0	2	0	3	2	0	0
Out248	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	NA	0	F	1.6	22	0	0	5	4	22	1	0	0	0	11	0	0	7	1	0	0	1	0	2	1	8	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0
Out46	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	NA	0	F	11.15555556	85	6	3	1	60	50	25	0	0	7	11	0	0	5	2	0	8	0	0	2	6	5	0	12	5	23	5	0	3	0	0	17	23	19	44	0	3	0	85	2	11	3	0	21	5	30
Out64	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	NA	0	F	40.22222222	145	17	9	104	112	68	111	89	77	50	33	0	0	47	10	0	7	46	0	8	13	93	53	49	6	59	19	17	12	0	0	63	91	32	89	46	16	0	145	5	43	20	6	59	43	43
Out220	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__Fusobacterium_varium	Fusobacterium varium	Fusobacterium varium	484	T	2.6	79	0	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	79	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out438	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillales_Incertae_Sedis_XI; g__Gemella; s__Gemella_morbillorum	Gemella morbillorum	NA	0	F	0.088888889	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Out515	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__Granulicatella_elegans	Granulicatella elegans	NA	0	F	0.133333333	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0
Out103	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__Haemophilus_parainfluenzae	Haemophilus parainfluenzae	Haemophilus parainfluenzae	513	T	3.111111111	53	0	3	1	0	1	1	0	0	53	0	1	0	0	4	1	7	3	2	6	2	3	0	1	0	11	0	0	2	0	1	0	1	1	0	9	0	0	2	0	7	0	6	0	5	6
Out651	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__Haemophilus_sputorum	Haemophilus sputorum	Haemophilus influenzae	512	F	0.066666667	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out235	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella; s__Holdemanella_biformis	Holdemanella biformis	Holdemania filiformis	551	F	1.511111111	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	2	0	1	5	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	22	0
Out6	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella; s__Holdemanella_biformis	Holdemanella biformis	Holdemania filiformis	551	F	81.6	1141	0	0	0	0	339	0	0	0	194	178	0	0	0	0	0	276	0	0	7	77	1	759	1	139	61	6	0	0	0	0	0	1141	0	0	0	188	17	0	0	1	0	0	0	283	4
Out351	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania; s__Holdemania_filiformis	Holdemania filiformis	Holdemania filiformis	551	T	0.088888889	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Out354	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania; s__Holdemania_filiformis	Holdemania filiformis	Holdemania filiformis	551	T	0.488888889	2	0	0	2	0	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	2	0	0
Out40	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter_bartlettii	Intestinibacter bartlettii	NA	0	F	35.42222222	321	0	1	1	28	7	84	2	0	18	0	2	42	0	0	5	31	0	45	16	2	102	101	28	9	13	207	321	10	1	23	40	13	0	33	27	3	152	11	23	18	2	6	78	31	58
Out720	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Intestinimonas; s__Intestinimonas_butyriciproducens	Intestinimonas butyriciproducens	NA	0	F	0.044444444	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out167	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus_formosensis	Lactococcus formosensis	Lactococcus lactis	608	F	2.088888889	54	0	0	54	7	0	1	0	0	0	0	0	0	0	0	0	0	10	1	0	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	1
Out332	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus_taiwanensis	Lactococcus taiwanensis	Lactococcus lactis	608	F	0.2	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Out315	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lactonifactor; s__Lactonifactor_longoviformis	Lactonifactor longoviformis	NA	0	F	0.533333333	15	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out528	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__Massilia_aurea	Massilia aurea	NA	0	F	0.111111111	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out267	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Odoribacter; s__Odoribacter_splanchnicus	Odoribacter splanchnicus	Odoribacter splanchnicus	796	T	0.288888889	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Out77	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Odoribacter; s__Odoribacter_splanchnicus	Odoribacter splanchnicus	Odoribacter splanchnicus	796	T	7.888888889	55	4	5	0	15	5	24	0	24	2	32	0	0	40	2	6	0	2	5	3	7	14	7	2	0	2	4	9	0	0	4	7	1	2	55	2	2	2	0	1	12	2	2	45	3	1
