microbe	metabolite	edge_type	microbe_Chia_name	microbe_ID	metabolite_Chia_name	metabolite_ID
Eubacterium limosum KIST612	Adenine	5	Eubacterium limosum	456	Adenine	2017
Eubacterium limosum KIST612	Adenosylcobalamin	5	Eubacterium limosum	456	Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III])	2019
Eubacterium limosum KIST612	L-alanine	5	Eubacterium limosum	456	L-Alanine (D-Alanine, Alanine)	2125
Eubacterium limosum KIST612	L-arabinose	5	Eubacterium limosum	456	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	2060
Eubacterium limosum KIST612	L-argininium(1+)	5	Eubacterium limosum	456	L-Arginine (Arginine)	2127
Eubacterium limosum KIST612	L-asparagine	5	Eubacterium limosum	456	L-Asparagine (Asparagine)	2128
Eubacterium limosum KIST612	L-aspartate(1-)	5	Eubacterium limosum	456	L-Aspartate (Aspartate, D-Aspartate)	2129
Eubacterium limosum KIST612	Biotin	5	Eubacterium limosum	456	Biotin (Vitamin B7)	2035
Eubacterium limosum KIST612	butyrate	5	Eubacterium limosum	456	Butyrate	2038
Eubacterium limosum KIST612	cellobiose	5	Eubacterium limosum	456	Cellobiose	2043
Eubacterium limosum KIST612	Choline	5	Eubacterium limosum	456	Choline	2050
Eubacterium limosum KIST612	cytosine	5	Eubacterium limosum	456	Cytosine	2059
Eubacterium limosum KIST612	L-cysteine	5	Eubacterium limosum	456	L-Cysteine (Cysteine, D-Cysteine)	2131
Eubacterium limosum KIST612	Cytidine	5	Eubacterium limosum	456	Cytidine	2058
Eubacterium limosum KIST612	Folate	5	Eubacterium limosum	456	Folic acid (Folate, Vitamin B9)	2091
Eubacterium limosum KIST612	Formate	5	Eubacterium limosum	456	Formate	2093
Eubacterium limosum KIST612	D-Fructose	5	Eubacterium limosum	456	D-Fructose (Fructose)	2061
Eubacterium limosum KIST612	galactitol	2	Eubacterium limosum	456	Galactitol (Dulcitol)	2097
Eubacterium limosum KIST612	D-Galacturonate	5	Eubacterium limosum	456	D-Galacturonate	2065
Eubacterium limosum KIST612	D-Glucosamine	5	Eubacterium limosum	456	D-Glucosamine (Glucosamine)	2067
Eubacterium limosum KIST612	D-glucose	5	Eubacterium limosum	456	D-Glucose (Glucose)	2068
Eubacterium limosum KIST612	L-glutamine	5	Eubacterium limosum	456	L-Glutamine (D-Glutamine, Glutamine)	2134
Eubacterium limosum KIST612	L-glutamate(1-)	5	Eubacterium limosum	456	L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)	2133
Eubacterium limosum KIST612	Glycine	5	Eubacterium limosum	456	L-Glycine (Glycine)	2135
Eubacterium limosum KIST612	glycine betaine	5	Eubacterium limosum	456	Betaine (Glycine betaine)	2033
Eubacterium limosum KIST612	Glycerol	5	Eubacterium limosum	456	Glycerol	2098
Eubacterium limosum KIST612	glycolate	5	Eubacterium limosum	456	Glycolate	2102
Eubacterium limosum KIST612	Guanine	5	Eubacterium limosum	456	Guanine	2105
Eubacterium limosum KIST612	Hydrogen	5	Eubacterium limosum	456	H2 (Hydrogen)	2107
Eubacterium limosum KIST612	L-histidine	5	Eubacterium limosum	456	L-Histidine (Histidine)	2136
Eubacterium limosum KIST612	L-isoleucine	5	Eubacterium limosum	456	L-Isoleucine (Isoleucine)	2140
Eubacterium limosum KIST612	Inosine	5	Eubacterium limosum	456	Inosine	2116
Eubacterium limosum KIST612	Isobutyrate, 2-Methylpropanoate	5	Eubacterium limosum	456	Isobutyrate (2-Methylpropanoic acid)	2119
Eubacterium limosum KIST612	Isovalerate, 3-Methylbutanoate	5	Eubacterium limosum	456	Isovalerate (3-Methylbutanoic acid)	2122
Eubacterium limosum KIST612	L-leucine	5	Eubacterium limosum	456	L-Leucine (Leucine)	2142
Eubacterium limosum KIST612	L-lysinium(1+)	5	Eubacterium limosum	456	L-Lysine (Lysine, D-Lysine)	2143
Eubacterium limosum KIST612	Maltose	5	Eubacterium limosum	456	Maltose	2161
Eubacterium limosum KIST612	D-Mannose	5	Eubacterium limosum	456	D-Mannose (Mannose)	2072
Eubacterium limosum KIST612	methanol	5	Eubacterium limosum	456	Methanol	2166
Eubacterium limosum KIST612	L-methionine	2	Eubacterium limosum	456	L-Methionine (D-Methionine)	2145
Eubacterium limosum KIST612	L-methionine	5	Eubacterium limosum	456	L-Methionine (D-Methionine)	2145
Eubacterium limosum KIST612	D-Mannitol	5	Eubacterium limosum	456	D-Mannitol (Mannitol)	2071
Eubacterium limosum KIST612	Nicotinate	5	Eubacterium limosum	456	Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)	2179
Eubacterium limosum KIST612	Ammonium	5	Eubacterium limosum	456	NH3 (Ammonia, NH4+, Ammonium)	2178
Eubacterium limosum KIST612	Ornithine	5	Eubacterium limosum	456	L-Ornithine (Ornithine)	2146
Eubacterium limosum KIST612	pectins	5	Eubacterium limosum	456	Pectin	2191
Eubacterium limosum KIST612	Phenylalanine	5	Eubacterium limosum	456	L-Phenylalanine (Phenylalanine, D-Phenylalanine)	2147
Eubacterium limosum KIST612	propionate	5	Eubacterium limosum	456	Propanoate (Propionate)	2201
Eubacterium limosum KIST612	L-proline	5	Eubacterium limosum	456	L-Proline (Proline, D-Proline)	2148
Eubacterium limosum KIST612	Pyridoxal	5	Eubacterium limosum	456	Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)	2204
Eubacterium limosum KIST612	D-ribose	5	Eubacterium limosum	456	D-Ribose (Ribose)	2074
Eubacterium limosum KIST612	Riboflavin	5	Eubacterium limosum	456	Riboflavin (Vitamin B2)	2210
Eubacterium limosum KIST612	Serine	5	Eubacterium limosum	456	L-Serine (Serine, D-Serine)	2151
Eubacterium limosum KIST612	sulfate	5	Eubacterium limosum	456	Sulfate (Sulfuric acid)	2219
Eubacterium limosum KIST612	Spermidine	5	Eubacterium limosum	456	Spermidine	2212
Eubacterium limosum KIST612	Succinate	5	Eubacterium limosum	456	Succinate	2217
Eubacterium limosum KIST612	Sucrose	5	Eubacterium limosum	456	Sucrose	2218
Eubacterium limosum KIST612	Taurine	2	Eubacterium limosum	456	Taurine	2221
Eubacterium limosum KIST612	Thiamin	5	Eubacterium limosum	456	Thiamine (Vitamin B1, Thiamin)	2226
Eubacterium limosum KIST612	L-threonine	5	Eubacterium limosum	456	L-Threonine (Threonine)	2153
Eubacterium limosum KIST612	Thymidine	5	Eubacterium limosum	456	Thymidine	2228
Eubacterium limosum KIST612	Trehalose	5	Eubacterium limosum	456	Trehalose	2231
Eubacterium limosum KIST612	L-tyrosine	5	Eubacterium limosum	456	L-Tyrosine (Tyrosine)	2155
Eubacterium limosum KIST612	uracil	5	Eubacterium limosum	456	Uracil	2237
Eubacterium limosum KIST612	Uridine	5	Eubacterium limosum	456	Uridine	2239
Eubacterium limosum KIST612	L-valine	5	Eubacterium limosum	456	L-Valine (Valine, D-Valine)	2156
Ruminococcus obeum A2-162	(S)-propane-1,2-diol	5	Ruminococcus obeum	968	1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol)	2004
Ruminococcus obeum A2-162	acetaldehyde	5	Ruminococcus obeum	968	Acetaldehyde	2013
Ruminococcus obeum A2-162	N-acetyl-D-glucosamine	5	Ruminococcus obeum	968	N-Acetyl-D-Glucosamine (N-Acetylglucosamine)	2172
Ruminococcus obeum A2-162	acetate	5	Ruminococcus obeum	968	Acetate	2014
Ruminococcus obeum A2-162	Adenosylcobalamin	5	Ruminococcus obeum	968	Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III])	2019
Ruminococcus obeum A2-162	L-alanine	5	Ruminococcus obeum	968	L-Alanine (D-Alanine, Alanine)	2125
Ruminococcus obeum A2-162	L-arabinose	5	Ruminococcus obeum	968	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	2060
Ruminococcus obeum A2-162	L-argininium(1+)	5	Ruminococcus obeum	968	L-Arginine (Arginine)	2127
Ruminococcus obeum A2-162	L-asparagine	5	Ruminococcus obeum	968	L-Asparagine (Asparagine)	2128
Ruminococcus obeum A2-162	L-aspartate(1-)	5	Ruminococcus obeum	968	L-Aspartate (Aspartate, D-Aspartate)	2129
Ruminococcus obeum A2-162	Biotin	5	Ruminococcus obeum	968	Biotin (Vitamin B7)	2035
Ruminococcus obeum A2-162	butyrate	2	Ruminococcus obeum	968	Butyrate	2038
Ruminococcus obeum A2-162	cellobiose	5	Ruminococcus obeum	968	Cellobiose	2043
Ruminococcus obeum A2-162	cytosine	5	Ruminococcus obeum	968	Cytosine	2059
Ruminococcus obeum A2-162	L-cysteine	5	Ruminococcus obeum	968	L-Cysteine (Cysteine, D-Cysteine)	2131
Ruminococcus obeum A2-162	Dextrin	2	Ruminococcus obeum	968	Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide)	2082
Ruminococcus obeum A2-162	Riboflavin	5	Ruminococcus obeum	968	Riboflavin (Vitamin B2)	2210
Ruminococcus obeum A2-162	ethanol	5	Ruminococcus obeum	968	Ethanol	2089
Ruminococcus obeum A2-162	Formate	5	Ruminococcus obeum	968	Formate	2093
Ruminococcus obeum A2-162	galactitol	2	Ruminococcus obeum	968	Galactitol (Dulcitol)	2097
Ruminococcus obeum A2-162	D-glucose	5	Ruminococcus obeum	968	D-Glucose (Glucose)	2068
Ruminococcus obeum A2-162	L-glutamine	5	Ruminococcus obeum	968	L-Glutamine (D-Glutamine, Glutamine)	2134
Ruminococcus obeum A2-162	L-glutamate(1-)	5	Ruminococcus obeum	968	L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)	2133
Ruminococcus obeum A2-162	Glycine	5	Ruminococcus obeum	968	L-Glycine (Glycine)	2135
Ruminococcus obeum A2-162	Hydrogen	5	Ruminococcus obeum	968	H2 (Hydrogen)	2107
Ruminococcus obeum A2-162	L-histidine	5	Ruminococcus obeum	968	L-Histidine (Histidine)	2136
Ruminococcus obeum A2-162	L-isoleucine	5	Ruminococcus obeum	968	L-Isoleucine (Isoleucine)	2140
Ruminococcus obeum A2-162	Lactose	5	Ruminococcus obeum	968	Lactose	2157
Ruminococcus obeum A2-162	L-leucine	5	Ruminococcus obeum	968	L-Leucine (Leucine)	2142
Ruminococcus obeum A2-162	L-lysinium(1+)	5	Ruminococcus obeum	968	L-Lysine (Lysine, D-Lysine)	2143
Ruminococcus obeum A2-162	Maltose	5	Ruminococcus obeum	968	Maltose	2161
Ruminococcus obeum A2-162	D-Mannose	5	Ruminococcus obeum	968	D-Mannose (Mannose)	2072
Ruminococcus obeum A2-162	L-methionine	2	Ruminococcus obeum	968	L-Methionine (D-Methionine)	2145
Ruminococcus obeum A2-162	L-methionine	5	Ruminococcus obeum	968	L-Methionine (D-Methionine)	2145
Ruminococcus obeum A2-162	Nicotinate	5	Ruminococcus obeum	968	Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)	2179
Ruminococcus obeum A2-162	Ammonium	5	Ruminococcus obeum	968	NH3 (Ammonia, NH4+, Ammonium)	2178
Ruminococcus obeum A2-162	Nitrite	5	Ruminococcus obeum	968	Nitrite	2182
Ruminococcus obeum A2-162	Nitrate	2	Ruminococcus obeum	968	Nitrate	2180
Ruminococcus obeum A2-162	Phenylalanine	5	Ruminococcus obeum	968	L-Phenylalanine (Phenylalanine, D-Phenylalanine)	2147
Ruminococcus obeum A2-162	propionate	5	Ruminococcus obeum	968	Propanoate (Propionate)	2201
Ruminococcus obeum A2-162	L-proline	5	Ruminococcus obeum	968	L-Proline (Proline, D-Proline)	2148
Ruminococcus obeum A2-162	Putrescine	5	Ruminococcus obeum	968	Putrescine	2203
Ruminococcus obeum A2-162	Pyridoxal	5	Ruminococcus obeum	968	Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)	2204
Ruminococcus obeum A2-162	Raffinose	5	Ruminococcus obeum	968	Raffinose	2206
Ruminococcus obeum A2-162	D-ribose	5	Ruminococcus obeum	968	D-Ribose (Ribose)	2074
Ruminococcus obeum A2-162	Serine	5	Ruminococcus obeum	968	L-Serine (Serine, D-Serine)	2151
Ruminococcus obeum A2-162	sulfate	5	Ruminococcus obeum	968	Sulfate (Sulfuric acid)	2219
Ruminococcus obeum A2-162	Spermidine	5	Ruminococcus obeum	968	Spermidine	2212
Ruminococcus obeum A2-162	Stachyose	2	Ruminococcus obeum	968	Stachyose	2214
Ruminococcus obeum A2-162	Succinate	5	Ruminococcus obeum	968	Succinate	2217
Ruminococcus obeum A2-162	Taurine	2	Ruminococcus obeum	968	Taurine	2221
Ruminococcus obeum A2-162	Thiamin	5	Ruminococcus obeum	968	Thiamine (Vitamin B1, Thiamin)	2226
Ruminococcus obeum A2-162	L-threonine	5	Ruminococcus obeum	968	L-Threonine (Threonine)	2153
Ruminococcus obeum A2-162	thiosulfate(2-)	2	Ruminococcus obeum	968	Thiosulfate	2227
Ruminococcus obeum A2-162	L-tyrosine	5	Ruminococcus obeum	968	L-Tyrosine (Tyrosine)	2155
Ruminococcus obeum A2-162	uracil	5	Ruminococcus obeum	968	Uracil	2237
Ruminococcus obeum A2-162	Urea	5	Ruminococcus obeum	968	Urea	2238
Ruminococcus obeum A2-162	L-valine	5	Ruminococcus obeum	968	L-Valine (Valine, D-Valine)	2156
Ruminococcus obeum A2-162	Xanthine	5	Ruminococcus obeum	968	Xanthine	2241
Bacillus cereus AH187 (F4810/72)	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	5	Bacillus cereus	103	1,2-diacylglycerol (1-acylglycerol, Monoacylglycerol, Monoglyceride, Monoacylglycerol)	2002
Bacillus cereus AH187 (F4810/72)	acetaldehyde	5	Bacillus cereus	103	Acetaldehyde	2013
Bacillus cereus AH187 (F4810/72)	N-acetyl-D-glucosamine	5	Bacillus cereus	103	N-Acetyl-D-Glucosamine (N-Acetylglucosamine)	2172
Bacillus cereus AH187 (F4810/72)	(R)-Acetoin	5	Bacillus cereus	103	Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin)	2015
Bacillus cereus AH187 (F4810/72)	acetate	5	Bacillus cereus	103	Acetate	2014
Bacillus cereus AH187 (F4810/72)	Adenosine	5	Bacillus cereus	103	Adenosine	2018
Bacillus cereus AH187 (F4810/72)	L-alanine	5	Bacillus cereus	103	L-Alanine (D-Alanine, Alanine)	2125
Bacillus cereus AH187 (F4810/72)	Starch	5	Bacillus cereus	103	Starch	2215
Bacillus cereus AH187 (F4810/72)	D-glucose	5	Bacillus cereus	103	D-Glucose (Glucose)	2068
Bacillus cereus AH187 (F4810/72)	Starch	5	Bacillus cereus	103	Starch	2215
Bacillus cereus AH187 (F4810/72)	L-arabinose	5	Bacillus cereus	103	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	2060
Bacillus cereus AH187 (F4810/72)	L-argininium(1+)	5	Bacillus cereus	103	L-Arginine (Arginine)	2127
Bacillus cereus AH187 (F4810/72)	L-asparagine	5	Bacillus cereus	103	L-Asparagine (Asparagine)	2128
Bacillus cereus AH187 (F4810/72)	L-aspartate(1-)	5	Bacillus cereus	103	L-Aspartate (Aspartate, D-Aspartate)	2129
Bacillus cereus AH187 (F4810/72)	R_R__2_3_Butanediol	5	Bacillus cereus	103	[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol)	2001
Bacillus cereus AH187 (F4810/72)	Biotin	5	Bacillus cereus	103	Biotin (Vitamin B7)	2035
Bacillus cereus AH187 (F4810/72)	butyrate	2	Bacillus cereus	103	Butyrate	2038
Bacillus cereus AH187 (F4810/72)	cellobiose	5	Bacillus cereus	103	Cellobiose	2043
Bacillus cereus AH187 (F4810/72)	Choline	5	Bacillus cereus	103	Choline	2050
Bacillus cereus AH187 (F4810/72)	L-cysteine	5	Bacillus cereus	103	L-Cysteine (Cysteine, D-Cysteine)	2131
Bacillus cereus AH187 (F4810/72)	Cytidine	5	Bacillus cereus	103	Cytidine	2058
Bacillus cereus AH187 (F4810/72)	laurate	5	Bacillus cereus	103	Dodecanoate (Lauric acid, Laureate)	2087
Bacillus cereus AH187 (F4810/72)	Dextrin	2	Bacillus cereus	103	Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide)	2082
Bacillus cereus AH187 (F4810/72)	Serine	5	Bacillus cereus	103	L-Serine (Serine, D-Serine)	2151
Bacillus cereus AH187 (F4810/72)	ethanol	5	Bacillus cereus	103	Ethanol	2089
Bacillus cereus AH187 (F4810/72)	Citrate	5	Bacillus cereus	103	Citrate	2053
Bacillus cereus AH187 (F4810/72)	Formate	5	Bacillus cereus	103	Formate	2093
Bacillus cereus AH187 (F4810/72)	D-Fructose	5	Bacillus cereus	103	D-Fructose (Fructose)	2061
Bacillus cereus AH187 (F4810/72)	galactitol	2	Bacillus cereus	103	Galactitol (Dulcitol)	2097
Bacillus cereus AH187 (F4810/72)	D-Glucosamine	5	Bacillus cereus	103	D-Glucosamine (Glucosamine)	2067
Bacillus cereus AH187 (F4810/72)	D-gluconate	5	Bacillus cereus	103	D-Gluconate (D-Gluconic acid) (Gluconate)	2066
Bacillus cereus AH187 (F4810/72)	L-glutamine	5	Bacillus cereus	103	L-Glutamine (D-Glutamine, Glutamine)	2134
Bacillus cereus AH187 (F4810/72)	L-glutamate(1-)	5	Bacillus cereus	103	L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)	2133
Bacillus cereus AH187 (F4810/72)	Glycine	5	Bacillus cereus	103	L-Glycine (Glycine)	2135
Bacillus cereus AH187 (F4810/72)	glycine betaine	5	Bacillus cereus	103	Betaine (Glycine betaine)	2033
Bacillus cereus AH187 (F4810/72)	Glycerol	5	Bacillus cereus	103	Glycerol	2098
Bacillus cereus AH187 (F4810/72)	Hydrogen	5	Bacillus cereus	103	H2 (Hydrogen)	2107
Bacillus cereus AH187 (F4810/72)	Hydrogen sulfide	5	Bacillus cereus	103	H2S (HS-)	2109
Bacillus cereus AH187 (F4810/72)	Hexadecanoate (n-C16:0)	5	Bacillus cereus	103	Palmitate (Palmitic acid, Hexadecanoic acid, Hexadecanoate)	2189
Bacillus cereus AH187 (F4810/72)	L-histidine	5	Bacillus cereus	103	L-Histidine (Histidine)	2136
Bacillus cereus AH187 (F4810/72)	L-isoleucine	5	Bacillus cereus	103	L-Isoleucine (Isoleucine)	2140
Bacillus cereus AH187 (F4810/72)	indole-3-acetate	5	Bacillus cereus	103	Indole-3-acetate (Indoleacetate)	2115
Bacillus cereus AH187 (F4810/72)	Inosine	5	Bacillus cereus	103	Inosine	2116
Bacillus cereus AH187 (F4810/72)	L-leucine	5	Bacillus cereus	103	L-Leucine (Leucine)	2142
Bacillus cereus AH187 (F4810/72)	L-lysinium(1+)	5	Bacillus cereus	103	L-Lysine (Lysine, D-Lysine)	2143
Bacillus cereus AH187 (F4810/72)	(S)-malate(2-)	5	Bacillus cereus	103	L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate)	2144
Bacillus cereus AH187 (F4810/72)	Maltose	5	Bacillus cereus	103	Maltose	2161
Bacillus cereus AH187 (F4810/72)	D-Mannose	5	Bacillus cereus	103	D-Mannose (Mannose)	2072
Bacillus cereus AH187 (F4810/72)	L-methionine	2	Bacillus cereus	103	L-Methionine (D-Methionine)	2145
Bacillus cereus AH187 (F4810/72)	L-methionine	5	Bacillus cereus	103	L-Methionine (D-Methionine)	2145
Bacillus cereus AH187 (F4810/72)	D-Mannitol	5	Bacillus cereus	103	D-Mannitol (Mannitol)	2071
Bacillus cereus AH187 (F4810/72)	Nicotinate	5	Bacillus cereus	103	Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)	2179
Bacillus cereus AH187 (F4810/72)	Ammonium	5	Bacillus cereus	103	NH3 (Ammonia, NH4+, Ammonium)	2178
Bacillus cereus AH187 (F4810/72)	Nitrite	5	Bacillus cereus	103	Nitrite	2182
Bacillus cereus AH187 (F4810/72)	Nitrate	2	Bacillus cereus	103	Nitrate	2180
Bacillus cereus AH187 (F4810/72)	octadecanoate (n-C18:0)	5	Bacillus cereus	103	Stearic acid (Stearate, Octadecanoate)	2216
Bacillus cereus AH187 (F4810/72)	Ornithine	5	Bacillus cereus	103	L-Ornithine (Ornithine)	2146
Bacillus cereus AH187 (F4810/72)	oxalate(2-)	5	Bacillus cereus	103	Oxalate	2186
Bacillus cereus AH187 (F4810/72)	Phenylalanine	5	Bacillus cereus	103	L-Phenylalanine (Phenylalanine, D-Phenylalanine)	2147
Bacillus cereus AH187 (F4810/72)	propionate	5	Bacillus cereus	103	Propanoate (Propionate)	2201
Bacillus cereus AH187 (F4810/72)	L-proline	5	Bacillus cereus	103	L-Proline (Proline, D-Proline)	2148
Bacillus cereus AH187 (F4810/72)	Putrescine	5	Bacillus cereus	103	Putrescine	2203
Bacillus cereus AH187 (F4810/72)	D-ribose	5	Bacillus cereus	103	D-Ribose (Ribose)	2074
Bacillus cereus AH187 (F4810/72)	Riboflavin	5	Bacillus cereus	103	Riboflavin (Vitamin B2)	2210
Bacillus cereus AH187 (F4810/72)	Serine	5	Bacillus cereus	103	L-Serine (Serine, D-Serine)	2151
Bacillus cereus AH187 (F4810/72)	sulfate	5	Bacillus cereus	103	Sulfate (Sulfuric acid)	2219
Bacillus cereus AH187 (F4810/72)	Spermidine	5	Bacillus cereus	103	Spermidine	2212
Bacillus cereus AH187 (F4810/72)	Succinate	5	Bacillus cereus	103	Succinate	2217
Bacillus cereus AH187 (F4810/72)	Sucrose	5	Bacillus cereus	103	Sucrose	2218
Bacillus cereus AH187 (F4810/72)	Taurine	2	Bacillus cereus	103	Taurine	2221
Bacillus cereus AH187 (F4810/72)	L-threonine	5	Bacillus cereus	103	L-Threonine (Threonine)	2153
Bacillus cereus AH187 (F4810/72)	Thymidine	5	Bacillus cereus	103	Thymidine	2228
Bacillus cereus AH187 (F4810/72)	Trehalose	5	Bacillus cereus	103	Trehalose	2231
Bacillus cereus AH187 (F4810/72)	tetradecanoate (n-C14:0)	5	Bacillus cereus	103	Myristic acid (Tetradecanoic acid, Tetradecanoate)	2171
Bacillus cereus AH187 (F4810/72)	L-tyrosine	5	Bacillus cereus	103	L-Tyrosine (Tyrosine)	2155
Bacillus cereus AH187 (F4810/72)	uracil	5	Bacillus cereus	103	Uracil	2237
Bacillus cereus AH187 (F4810/72)	Urea	5	Bacillus cereus	103	Urea	2238
Bacillus cereus AH187 (F4810/72)	Uridine	5	Bacillus cereus	103	Uridine	2239
Bacillus cereus AH187 (F4810/72)	L-valine	5	Bacillus cereus	103	L-Valine (Valine, D-Valine)	2156
Bacillus cereus AH187 (F4810/72)	Xanthine	5	Bacillus cereus	103	Xanthine	2241
Bacteroides intestinalis 341, DSM 17393	(S)-propane-1,2-diol	5	Bacteroides intestinalis	128	1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol)	2004
Bacteroides intestinalis 341, DSM 17393	2-Oxobutanoate	5	Bacteroides intestinalis	128	2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate)	2008
Bacteroides intestinalis 341, DSM 17393	acetate	5	Bacteroides intestinalis	128	Acetate	2014
Bacteroides intestinalis 341, DSM 17393	Adenine	5	Bacteroides intestinalis	128	Adenine	2017
Bacteroides intestinalis 341, DSM 17393	Adenosine	5	Bacteroides intestinalis	128	Adenosine	2018
Bacteroides intestinalis 341, DSM 17393	Adenosylcobalamin	5	Bacteroides intestinalis	128	Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III])	2019
Bacteroides intestinalis 341, DSM 17393	L-arabinose	5	Bacteroides intestinalis	128	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	2060
Bacteroides intestinalis 341, DSM 17393	D-Galactose	5	Bacteroides intestinalis	128	D-Galactose	2064
Bacteroides intestinalis 341, DSM 17393	D-glucose	5	Bacteroides intestinalis	128	D-Glucose (Glucose)	2068
Bacteroides intestinalis 341, DSM 17393	L-argininium(1+)	5	Bacteroides intestinalis	128	L-Arginine (Arginine)	2127
Bacteroides intestinalis 341, DSM 17393	L-asparagine	5	Bacteroides intestinalis	128	L-Asparagine (Asparagine)	2128
Bacteroides intestinalis 341, DSM 17393	Biotin	5	Bacteroides intestinalis	128	Biotin (Vitamin B7)	2035
Bacteroides intestinalis 341, DSM 17393	cellobiose	5	Bacteroides intestinalis	128	Cellobiose	2043
Bacteroides intestinalis 341, DSM 17393	cytosine	5	Bacteroides intestinalis	128	Cytosine	2059
Bacteroides intestinalis 341, DSM 17393	L-cysteine	5	Bacteroides intestinalis	128	L-Cysteine (Cysteine, D-Cysteine)	2131
Bacteroides intestinalis 341, DSM 17393	Cytidine	5	Bacteroides intestinalis	128	Cytidine	2058
Bacteroides intestinalis 341, DSM 17393	laurate	5	Bacteroides intestinalis	128	Dodecanoate (Lauric acid, Laureate)	2087
Bacteroides intestinalis 341, DSM 17393	Folate	5	Bacteroides intestinalis	128	Folic acid (Folate, Vitamin B9)	2091
Bacteroides intestinalis 341, DSM 17393	Formate	5	Bacteroides intestinalis	128	Formate	2093
Bacteroides intestinalis 341, DSM 17393	D-Galacturonate	5	Bacteroides intestinalis	128	D-Galacturonate	2065
Bacteroides intestinalis 341, DSM 17393	D-glucuronate	5	Bacteroides intestinalis	128	D-Glucuronic acid (D-Glucuronate)	2069
Bacteroides intestinalis 341, DSM 17393	Glycine	5	Bacteroides intestinalis	128	L-Glycine (Glycine)	2135
Bacteroides intestinalis 341, DSM 17393	glycolate	5	Bacteroides intestinalis	128	Glycolate	2102
Bacteroides intestinalis 341, DSM 17393	Guanosine	5	Bacteroides intestinalis	128	Guanosine	2106
Bacteroides intestinalis 341, DSM 17393	Guanine	5	Bacteroides intestinalis	128	Guanine	2105
Bacteroides intestinalis 341, DSM 17393	Hydrogen	5	Bacteroides intestinalis	128	H2 (Hydrogen)	2107
Bacteroides intestinalis 341, DSM 17393	Hydrogen sulfide	5	Bacteroides intestinalis	128	H2S (HS-)	2109
Bacteroides intestinalis 341, DSM 17393	Hexadecanoate (n-C16:0)	5	Bacteroides intestinalis	128	Palmitate (Palmitic acid, Hexadecanoic acid, Hexadecanoate)	2189
Bacteroides intestinalis 341, DSM 17393	Indole	5	Bacteroides intestinalis	128	Indole	2114
Bacteroides intestinalis 341, DSM 17393	Inosine	5	Bacteroides intestinalis	128	Inosine	2116
Bacteroides intestinalis 341, DSM 17393	Isobutyrate, 2-Methylpropanoate	5	Bacteroides intestinalis	128	Isobutyrate (2-Methylpropanoic acid)	2119
Bacteroides intestinalis 341, DSM 17393	Isovalerate, 3-Methylbutanoate	5	Bacteroides intestinalis	128	Isovalerate (3-Methylbutanoic acid)	2122
Bacteroides intestinalis 341, DSM 17393	Lactose	5	Bacteroides intestinalis	128	Lactose	2157
Bacteroides intestinalis 341, DSM 17393	L-leucine	5	Bacteroides intestinalis	128	L-Leucine (Leucine)	2142
Bacteroides intestinalis 341, DSM 17393	L-lysinium(1+)	5	Bacteroides intestinalis	128	L-Lysine (Lysine, D-Lysine)	2143
